time_s,x_filtered,y_filtered,z_filtered,vx,vy,vz,ax,ay,az,speed_norm_m_s,acc_norm_m_s2
7.939281,0.013738524,-0.027330260,0.041556501,-0.002231558,0.016131340,0.005644197,-0.161774207,1.169422500,0.409169448,0.017235340,1.249455687
7.940262,0.013736258,-0.027313879,0.041562233,-0.002387936,0.017261748,0.006039716,-0.156887278,1.134096195,0.396809121,0.018443111,1.211711713
7.941243,0.013733841,-0.027296407,0.041568346,-0.002539018,0.018353880,0.006421842,-0.150989260,1.091461000,0.381891485,0.019609987,1.166158641
7.942223,0.013731278,-0.027277886,0.041574826,-0.002683846,0.019400804,0.006788151,-0.144147559,1.042004173,0.364587027,0.020728560,1.113317078
7.943204,0.013728578,-0.027258363,0.041581657,-0.002821527,0.020396068,0.007136384,-0.136429581,0.986212975,0.345066234,0.021791938,1.053707630
7.944185,0.013725746,-0.027237891,0.041588820,-0.002951236,0.021333697,0.007464451,-0.127902732,0.924574664,0.323499595,0.022793737,0.987850903
7.945166,0.013722791,-0.027216530,0.041596294,-0.003072211,0.022208195,0.007770429,-0.118634418,0.857576500,0.300057595,0.023728084,0.916267504
7.946147,0.013719721,-0.027194344,0.041604057,-0.003183759,0.023014542,0.008052562,-0.108692045,0.785705742,0.274910723,0.024589617,0.839478040
7.947128,0.013716548,-0.027171402,0.041612084,-0.003285251,0.023748200,0.008309262,-0.098143019,0.709449650,0.248229465,0.025373484,0.758003117
7.948109,0.013713280,-0.027147779,0.041620350,-0.003376125,0.024405104,0.008539106,-0.087054745,0.629295483,0.220184309,0.026075345,0.672363342
7.949090,0.013709928,-0.027123550,0.041628827,-0.003455885,0.024981670,0.008740841,-0.075494630,0.545730500,0.190945742,0.026691371,0.583079321
7.950071,0.013706504,-0.027098796,0.041637488,-0.003524102,0.025474791,0.008913379,-0.063530079,0.459241961,0.160684252,0.027218240,0.490671660
7.951052,0.013703018,-0.027073600,0.041646304,-0.003580412,0.025881838,0.009055801,-0.051228499,0.370317125,0.129570325,0.027653145,0.395660968
7.952033,0.013699483,-0.027048048,0.041655244,-0.003624517,0.026200661,0.009167354,-0.038657295,0.279443252,0.097774449,0.027993788,0.298567849
7.953014,0.013695911,-0.027022227,0.041664279,-0.003656185,0.026429587,0.009247453,-0.025883873,0.187107600,0.065467112,0.028238381,0.199912910
7.953995,0.013692315,-0.026996227,0.041673376,-0.003675253,0.026567420,0.009295679,-0.012975640,0.093797430,0.032818799,0.028385647,0.100216758
7.954975,0.013688705,-0.026970136,0.041682505,-0.003681620,0.026613444,0.009311783,-0.000000000,0.000000000,0.000000000,0.028434821,0.000000000
7.955956,0.013685096,-0.026944045,0.041691634,-0.003675253,0.026567420,0.009295679,0.012975640,-0.093797430,-0.032818799,0.028385647,0.100216758
7.956937,0.013681499,-0.026918045,0.041700731,-0.003656185,0.026429587,0.009247453,0.025883873,-0.187107600,-0.065467112,0.028238381,0.199912910
7.957918,0.013677927,-0.026892224,0.041709766,-0.003624517,0.026200661,0.009167354,0.038657295,-0.279443252,-0.097774449,0.027993788,0.298567849
7.958899,0.013674392,-0.026866672,0.041718706,-0.003580412,0.025881838,0.009055801,0.051228499,-0.370317125,-0.129570325,0.027653145,0.395660968
7.959880,0.013670907,-0.026841477,0.041727522,-0.003524102,0.025474791,0.008913379,0.063530079,-0.459241961,-0.160684252,0.027218240,0.490671660
7.960861,0.013667483,-0.026816723,0.041736183,-0.003455885,0.024981670,0.008740841,0.075494630,-0.545730500,-0.190945742,0.026691371,0.583079321
7.961842,0.013664131,-0.026792494,0.041744660,-0.003376125,0.024405104,0.008539106,0.087054745,-0.629295483,-0.220184309,0.026075345,0.672363342
7.962823,0.013660863,-0.026768870,0.041752926,-0.003285251,0.023748200,0.008309262,0.098143019,-0.709449650,-0.248229465,0.025373484,0.758003117
7.963804,0.013657689,-0.026745928,0.041760953,-0.003183759,0.023014542,0.008052562,0.108692045,-0.785705742,-0.274910723,0.024589617,0.839478040
7.964785,0.013654620,-0.026723742,0.041768716,-0.003072211,0.022208195,0.007770429,0.118634418,-0.857576500,-0.300057595,0.023728084,0.916267504
7.965766,0.013651665,-0.026702381,0.041776190,-0.002951236,0.021333697,0.007464451,0.127902732,-0.924574664,-0.323499595,0.022793737,0.987850903
7.966747,0.013648833,-0.026681909,0.041783353,-0.002821527,0.020396068,0.007136384,0.136429581,-0.986212975,-0.345066234,0.021791938,1.053707630
7.967728,0.013646132,-0.026662386,0.041790184,-0.002683846,0.019400804,0.006788151,0.144147559,-1.042004173,-0.364587027,0.020728560,1.113317078
7.968708,0.013643570,-0.026643865,0.041796664,-0.002539018,0.018353880,0.006421842,0.150989260,-1.091461000,-0.381891485,0.019609987,1.166158641
7.969689,0.013641153,-0.026626393,0.041802777,-0.002387936,0.017261748,0.006039716,0.156887278,-1.134096195,-0.396809121,0.018443111,1.211711713
7.970670,0.013638887,-0.026610012,0.041808509,-0.002231558,0.016131340,0.005644197,0.161774207,-1.169422500,-0.409169448,0.017235340,1.249455687
7.971651,0.013636776,-0.026594756,0.041813847,-0.002070911,0.014970062,0.005237878,0.165582641,-1.196952655,-0.418801979,0.015994587,1.278869956
7.972632,0.013634825,-0.026580651,0.041818782,-0.001907084,0.013785803,0.004823517,0.168245175,-1.216199400,-0.425536226,0.014729279,1.299433915
7.973613,0.013633036,-0.026567715,0.041823308,-0.001741235,0.012586926,0.004404042,0.169694403,-1.226675476,-0.429201702,0.013448353,1.310626955
7.974594,0.013631409,-0.026555959,0.041827422,-0.001574588,0.011382273,0.003982546,0.169862917,-1.227893625,-0.429627920,0.012161256,1.311928472
7.975575,0.013629946,-0.026545384,0.041831122,-0.001408430,0.010181166,0.003562290,0.168683314,-1.219366586,-0.426644393,0.010877946,1.302817857
7.976556,0.013628646,-0.026535981,0.041834412,-0.001244119,0.008993401,0.003146703,0.166088186,-1.200607100,-0.420080633,0.009608893,1.282774506
7.977537,0.013627505,-0.026527732,0.041837298,-0.001083075,0.007829256,0.002739380,0.162010128,-1.171127908,-0.409766153,0.008365076,1.251277810
7.978518,0.013626519,-0.026520610,0.041839790,-0.000926786,0.006699485,0.002344084,0.156381733,-1.130441750,-0.395530466,0.007157986,1.207807164
7.979499,0.013625684,-0.026514574,0.041841902,-0.000776806,0.005615319,0.001964745,0.149135597,-1.078061367,-0.377203085,0.005999622,1.151841962
7.980480,0.013624993,-0.026509574,0.041843651,-0.000634754,0.004588470,0.001605461,0.140204313,-1.013499500,-0.354613522,0.004902497,1.082861596
7.981461,0.013624436,-0.026505549,0.041845059,-0.000502318,0.003631125,0.001270495,0.129520474,-0.936268889,-0.327591289,0.003879632,1.000345460
7.982441,0.013624003,-0.026502424,0.041846153,-0.000381249,0.002755950,0.000964280,0.117016676,-0.845882275,-0.295965901,0.002944562,0.903772947
7.983422,0.013623684,-0.026500111,0.041846962,-0.000273366,0.001976089,0.000691414,0.102625513,-0.741852398,-0.259566869,0.002111329,0.792623452
7.984403,0.013623462,-0.026498511,0.041847522,-0.000180552,0.001305165,0.000456664,0.086279577,-0.623692000,-0.218223706,0.001394488,0.666376367
7.985384,0.013623324,-0.026497510,0.041847872,-0.000104759,0.000757277,0.000264964,0.067911464,-0.490913820,-0.171765924,0.000809103,0.524511085
7.986365,0.013623250,-0.026496981,0.041848057,-0.000048003,0.000347003,0.000121413,0.047453767,-0.343030600,-0.120023038,0.000370751,0.366507002
7.988327,0.013623219,-0.026496750,0.041848138,-0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
7.989311,0.013623213,-0.026496718,0.041848144,-0.000017620,0.000097231,0.000016640,-0.035269119,0.194628392,0.033307577,0.000100206,0.200582941
7.990295,0.013623173,-0.026496499,0.041848181,-0.000068390,0.000377402,0.000064586,-0.067379810,0.371827376,0.063632385,0.000388948,0.383203231
7.991280,0.013623068,-0.026495921,0.041848280,-0.000149250,0.000823618,0.000140949,-0.096427782,0.532125115,0.091064813,0.000848816,0.548405192
7.992264,0.013622870,-0.026494829,0.041848467,-0.000257232,0.001419503,0.000242926,-0.122508745,0.676049774,0.115695246,0.001462932,0.696733148
7.993248,0.013622554,-0.026493083,0.041848766,-0.000389463,0.002149203,0.000367802,-0.145718410,0.804129516,0.137614072,0.002214957,0.828731420
7.994232,0.013622097,-0.026490559,0.041849198,-0.000543164,0.002997383,0.000512955,-0.166152486,0.916892506,0.156911678,0.003089087,0.944944332
7.995217,0.013621479,-0.026487148,0.041849781,-0.000715650,0.003949227,0.000675848,-0.183906683,1.014866906,0.173678450,0.004070052,1.045916206
7.996201,0.013620683,-0.026482756,0.041850533,-0.000904331,0.004990440,0.000854035,-0.199076711,1.098580882,0.188004775,0.005143120,1.132191365
7.997185,0.013619694,-0.026477300,0.041851467,-0.001106710,0.006107246,0.001045159,-0.211758280,1.168562597,0.199981041,0.006294094,1.204314132
7.998169,0.013618500,-0.026470713,0.041852594,-0.001320386,0.007286389,0.001246951,-0.222047100,1.225340215,0.209697634,0.007509313,1.262828830
7.999154,0.013617092,-0.026462941,0.041853924,-0.001543050,0.008515134,0.001457231,-0.230038882,1.269441899,0.217244941,0.008775650,1.308279782
8.000138,0.013615461,-0.026453939,0.041855465,-0.001772488,0.009781263,0.001673909,-0.235829334,1.301395814,0.222713349,0.010080516,1.341211309
8.001122,0.013613601,-0.026443678,0.041857221,-0.002006582,0.011073081,0.001894983,-0.239514168,1.321730124,0.226193245,0.011411856,1.362167736
8.002106,0.013611510,-0.026432138,0.041859196,-0.002243305,0.012379411,0.002118541,-0.241189092,1.330972992,0.227775016,0.012758152,1.371693385
8.003091,0.013609185,-0.026419308,0.041861391,-0.002480728,0.013689597,0.002342758,-0.240949817,1.329652582,0.227549049,0.014108422,1.370332578
8.004075,0.013606627,-0.026405192,0.041863807,-0.002717011,0.014993501,0.002565901,-0.238892053,1.318297059,0.225605730,0.015452219,1.358629638
8.005059,0.013603838,-0.026389799,0.041866441,-0.002950414,0.016281507,0.002786323,-0.235111510,1.297434585,0.222035447,0.016779630,1.337128889
8.006043,0.013600821,-0.026373151,0.041869290,-0.003179288,0.017544517,0.003002467,-0.229703897,1.267593326,0.216928587,0.018081282,1.306374652
8.007027,0.013597581,-0.026355275,0.041872349,-0.003402077,0.018773954,0.003212866,-0.222764925,1.229301444,0.210375536,0.019348333,1.266911251
8.008012,0.013594126,-0.026336208,0.041875612,-0.003617323,0.019961761,0.003416140,-0.214390304,1.183087104,0.202466681,0.020572481,1.219283009
8.008996,0.013590464,-0.026315997,0.041879071,-0.003823659,0.021100401,0.003611000,-0.204675743,1.129478470,0.193292409,0.021745956,1.164034247
8.009980,0.013586603,-0.026294691,0.041882717,-0.004019813,0.022182854,0.003796245,-0.193716953,1.069003705,0.182943108,0.022861526,1.101709290
8.010964,0.013582555,-0.026272351,0.041886541,-0.004204608,0.023202624,0.003970763,-0.181609644,1.002190973,0.171509164,0.023912495,1.032852459
8.011949,0.013578330,-0.026249040,0.041890530,-0.004376961,0.024153731,0.004133530,-0.168449525,0.929568439,0.159080964,0.024892702,0.958008078
8.012933,0.013573943,-0.026224829,0.041894673,-0.004535882,0.025030719,0.004283612,-0.154332306,0.851664266,0.145748894,0.025796520,0.877720469
8.013917,0.013569406,-0.026199794,0.041898958,-0.004680477,0.025828648,0.004420165,-0.139353698,0.769006618,0.131603343,0.026618861,0.792533956
8.014901,0.013564735,-0.026174014,0.041903369,-0.004809944,0.026543100,0.004542432,-0.123609410,0.682123658,0.116734696,0.027355171,0.702992860
8.015886,0.013559943,-0.026147573,0.041907894,-0.004923578,0.027170175,0.004649747,-0.107195152,0.591543552,0.101233340,0.028001432,0.609641504
8.016870,0.013555048,-0.026120560,0.041912517,-0.005020767,0.027706496,0.004741529,-0.090206635,0.497794462,0.085189664,0.028554161,0.513024212
8.017854,0.013550066,-0.026093064,0.041917223,-0.005100991,0.028149203,0.004817292,-0.072739567,0.401404553,0.068694052,0.029010412,0.413685306
8.018838,0.013545013,-0.026065180,0.041921994,-0.005163827,0.028495956,0.004876633,-0.054889660,0.302901988,0.051836894,0.029367774,0.312169110
8.019823,0.013539907,-0.026037003,0.041926817,-0.005208945,0.028744936,0.004919242,-0.036752624,0.202814932,0.034708574,0.029624372,0.209019944
8.020807,0.013534765,-0.026008629,0.041931672,-0.005236110,0.028894845,0.004944897,-0.018424167,0.101671548,0.017399480,0.029778867,0.104782134
8.021791,0.013529605,-0.025980157,0.041936545,-0.005245181,0.028944901,0.004953463,-0.000000000,0.000000000,0.000000000,0.029830454,0.000000000
8.022775,0.013524446,-0.025951685,0.041941417,-0.005236110,0.028894845,0.004944897,0.018424167,-0.101671548,-0.017399480,0.029778867,0.104782134
8.023759,0.013519304,-0.025923311,0.041946273,-0.005208945,0.028744936,0.004919242,0.036752624,-0.202814932,-0.034708574,0.029624372,0.209019944
8.024744,0.013514198,-0.025895134,0.041951095,-0.005163827,0.028495956,0.004876633,0.054889660,-0.302901988,-0.051836894,0.029367774,0.312169110
8.025728,0.013509145,-0.025867250,0.041955867,-0.005100991,0.028149203,0.004817292,0.072739567,-0.401404553,-0.068694052,0.029010412,0.413685306
8.026712,0.013504163,-0.025839755,0.041960573,-0.005020767,0.027706496,0.004741529,0.090206635,-0.497794462,-0.085189664,0.028554161,0.513024212
8.027696,0.013499268,-0.025812741,0.041965195,-0.004923578,0.027170175,0.004649747,0.107195152,-0.591543552,-0.101233340,0.028001432,0.609641504
8.028681,0.013494476,-0.025786301,0.041969720,-0.004809944,0.026543100,0.004542432,0.123609410,-0.682123658,-0.116734696,0.027355171,0.702992860
8.029665,0.013489804,-0.025760521,0.041974132,-0.004680477,0.025828648,0.004420165,0.139353698,-0.769006618,-0.131603343,0.026618861,0.792533956
8.030649,0.013485268,-0.025735485,0.041978417,-0.004535882,0.025030719,0.004283612,0.154332306,-0.851664266,-0.145748894,0.025796520,0.877720469
8.031633,0.013480880,-0.025711274,0.041982560,-0.004376961,0.024153731,0.004133530,0.168449525,-0.929568439,-0.159080964,0.024892702,0.958008078
8.032618,0.013476656,-0.025687964,0.041986549,-0.004204608,0.023202624,0.003970763,0.181609644,-1.002190973,-0.171509164,0.023912495,1.032852459
8.033602,0.013472608,-0.025665623,0.041990372,-0.004019813,0.022182854,0.003796245,0.193716953,-1.069003705,-0.182943108,0.022861526,1.101709290
8.034586,0.013468747,-0.025644318,0.041994018,-0.003823659,0.021100401,0.003611000,0.204675743,-1.129478470,-0.193292409,0.021745956,1.164034247
8.035570,0.013465084,-0.025624106,0.041997477,-0.003617323,0.019961761,0.003416140,0.214390304,-1.183087104,-0.202466681,0.020572481,1.219283009
8.036555,0.013461629,-0.025605040,0.042000740,-0.003402077,0.018773954,0.003212866,0.222764925,-1.229301444,-0.210375536,0.019348333,1.266911251
8.037539,0.013458390,-0.025587164,0.042003799,-0.003179288,0.017544517,0.003002467,0.229703897,-1.267593326,-0.216928587,0.018081282,1.306374652
8.038523,0.013455373,-0.025570515,0.042006649,-0.002950414,0.016281507,0.002786323,0.235111510,-1.297434585,-0.222035447,0.016779630,1.337128889
8.039507,0.013452584,-0.025555122,0.042009283,-0.002717011,0.014993501,0.002565901,0.238892053,-1.318297059,-0.225605730,0.015452219,1.358629638
8.040491,0.013450026,-0.025541006,0.042011699,-0.002480728,0.013689597,0.002342758,0.240949817,-1.329652582,-0.227549049,0.014108422,1.370332578
8.041476,0.013447701,-0.025528177,0.042013894,-0.002243305,0.012379411,0.002118541,0.241189092,-1.330972992,-0.227775016,0.012758152,1.371693385
8.042460,0.013445610,-0.025516636,0.042015869,-0.002006582,0.011073081,0.001894983,0.239514168,-1.321730124,-0.226193245,0.011411856,1.362167736
8.043444,0.013443750,-0.025506375,0.042017625,-0.001772488,0.009781263,0.001673909,0.235829334,-1.301395814,-0.222713349,0.010080516,1.341211309
8.044428,0.013442119,-0.025497374,0.042019166,-0.001543050,0.008515134,0.001457231,0.230038882,-1.269441899,-0.217244941,0.008775650,1.308279782
8.045413,0.013440710,-0.025489601,0.042020496,-0.001320386,0.007286389,0.001246951,0.222047100,-1.225340215,-0.209697634,0.007509313,1.262828830
8.046397,0.013439517,-0.025483014,0.042021623,-0.001106710,0.006107246,0.001045159,0.211758280,-1.168562597,-0.199981041,0.006294094,1.204314132
8.047381,0.013438528,-0.025477559,0.042022557,-0.000904331,0.004990440,0.000854035,0.199076711,-1.098580882,-0.188004775,0.005143120,1.132191365
8.048365,0.013437732,-0.025473166,0.042023308,-0.000715650,0.003949227,0.000675848,0.183906683,-1.014866906,-0.173678450,0.004070052,1.045916206
8.049350,0.013437114,-0.025469755,0.042023892,-0.000543164,0.002997383,0.000512955,0.166152486,-0.916892506,-0.156911678,0.003089087,0.944944332
8.050334,0.013436657,-0.025467232,0.042024324,-0.000389463,0.002149203,0.000367802,0.145718410,-0.804129516,-0.137614072,0.002214957,0.828731420
8.051318,0.013436340,-0.025465486,0.042024623,-0.000257232,0.001419503,0.000242926,0.122508745,-0.676049774,-0.115695246,0.001462932,0.696733148
8.052302,0.013436143,-0.025464394,0.042024810,-0.000149250,0.000823618,0.000140949,0.096427782,-0.532125115,-0.091064813,0.000848816,0.548405192
8.053287,0.013436038,-0.025463815,0.042024909,-0.000068390,0.000377402,0.000064586,0.067379810,-0.371827376,-0.063632385,0.000388948,0.383203231
8.055255,0.013435992,-0.025463564,0.042024952,-0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8.056199,0.013435966,-0.025463431,0.042024957,-0.000081466,0.000416220,0.000015365,-0.167582293,0.856197838,0.031606072,0.000424396,0.873016326
8.057142,0.013435793,-0.025462547,0.042024989,-0.000306978,0.001568388,0.000057896,-0.305591241,1.561301939,0.057634603,0.001599196,1.591970948
8.058086,0.013435350,-0.025460283,0.042025073,-0.000649474,0.003318241,0.000122491,-0.415819166,2.124469501,0.078423623,0.003383422,2.166200938
8.059030,0.013434539,-0.025456137,0.042025226,-0.001083585,0.005536163,0.000204364,-0.500058394,2.554857718,0.094311168,0.005644911,2.605043369
8.059973,0.013433284,-0.025449726,0.042025462,-0.001585631,0.008101175,0.000299050,-0.560101247,2.861623789,0.105635269,0.008260308,2.917835315
8.060917,0.013431532,-0.025440774,0.042025793,-0.002133625,0.010900941,0.000402402,-0.597740051,3.053924907,0.112733959,0.011115071,3.113913848
8.061861,0.013429249,-0.025429111,0.042026223,-0.002707270,0.013831766,0.000510592,-0.614767129,3.140918270,0.115945271,0.014103467,3.202616042
8.062804,0.013426420,-0.025414658,0.042026757,-0.003287964,0.016798597,0.000620111,-0.612974805,3.131761074,0.115607238,0.017128576,3.193278969
8.063748,0.013423046,-0.025397423,0.042027393,-0.003858791,0.019715020,0.000727769,-0.594155403,3.035610515,0.112057893,0.020102287,3.095239702
8.064692,0.013419145,-0.025377490,0.042028129,-0.004404530,0.022503264,0.000830696,-0.560101247,2.861623789,0.105635269,0.022945301,2.917835315
8.065635,0.013414746,-0.025355014,0.042028959,-0.004911649,0.025094200,0.000926339,-0.512604662,2.618958091,0.096677398,0.025587131,2.670402880
8.066579,0.013409891,-0.025330211,0.042029874,-0.005368311,0.027427339,0.001012465,-0.453457970,2.316770619,0.085522314,0.027966100,2.362279471
8.067523,0.013404633,-0.025303348,0.042030866,-0.005764366,0.029450832,0.001087161,-0.384453496,1.964218568,0.072508048,0.030029342,2.002802160
8.068466,0.013399034,-0.025274739,0.042031922,-0.006091359,0.031121475,0.001148832,-0.307383565,1.570459135,0.057972635,0.031732801,1.601308021
8.069410,0.013393161,-0.025244734,0.042033030,-0.006342523,0.032404701,0.001196202,-0.224040499,1.144649515,0.042254107,0.033041234,1.167134126
8.070354,0.013387089,-0.025213711,0.042034175,-0.006512784,0.033274587,0.001228313,-0.136216623,0.695946905,0.025690497,0.033928207,0.709617549
8.071297,0.013380896,-0.025182070,0.042035343,-0.006598760,0.033713851,0.001244528,-0.045704262,0.233508501,0.008619838,0.034376099,0.238095362
8.072241,0.013374662,-0.025150221,0.042036519,-0.006598760,0.033713851,0.001244528,0.045704262,-0.233508501,-0.008619838,0.034376099,0.238095362
8.073184,0.013368469,-0.025118579,0.042037687,-0.006512784,0.033274587,0.001228313,0.136216623,-0.695946905,-0.025690497,0.033928207,0.709617549
8.074128,0.013362397,-0.025087557,0.042038832,-0.006342523,0.032404701,0.001196202,0.224040499,-1.144649515,-0.042254107,0.033041234,1.167134126
8.075072,0.013356524,-0.025057551,0.042039939,-0.006091359,0.031121475,0.001148832,0.307383565,-1.570459135,-0.057972635,0.031732801,1.601308021
8.076015,0.013350924,-0.025028942,0.042040995,-0.005764366,0.029450832,0.001087161,0.384453496,-1.964218568,-0.072508048,0.030029342,2.002802160
8.076959,0.013345667,-0.025002080,0.042041987,-0.005368311,0.027427339,0.001012465,0.453457970,-2.316770619,-0.085522314,0.027966100,2.362279471
8.077903,0.013340812,-0.024977276,0.042042903,-0.004911649,0.025094200,0.000926339,0.512604662,-2.618958091,-0.096677398,0.025587131,2.670402880
8.078846,0.013336413,-0.024954800,0.042043732,-0.004404530,0.022503264,0.000830696,0.560101247,-2.861623789,-0.105635269,0.022945301,2.917835315
8.079790,0.013332511,-0.024934867,0.042044468,-0.003858791,0.019715020,0.000727769,0.594155403,-3.035610515,-0.112057893,0.020102287,3.095239702
8.080734,0.013329138,-0.024917632,0.042045104,-0.003287964,0.016798597,0.000620111,0.612974805,-3.131761074,-0.115607238,0.017128576,3.193278969
8.081677,0.013326309,-0.024903179,0.042045638,-0.002707270,0.013831766,0.000510592,0.614767129,-3.140918270,-0.115945271,0.014103467,3.202616042
8.082621,0.013324026,-0.024891516,0.042046068,-0.002133625,0.010900941,0.000402402,0.597740051,-3.053924907,-0.112733959,0.011115071,3.113913848
8.083565,0.013322274,-0.024882564,0.042046399,-0.001585631,0.008101175,0.000299050,0.560101247,-2.861623789,-0.105635269,0.008260308,2.917835315
8.084508,0.013321019,-0.024876153,0.042046636,-0.001083585,0.005536163,0.000204364,0.500058394,-2.554857718,-0.094311168,0.005644911,2.605043369
8.085452,0.013320208,-0.024872007,0.042046789,-0.000649474,0.003318241,0.000122491,0.415819166,-2.124469501,-0.078423623,0.003383422,2.166200938
8.086396,0.013319765,-0.024869743,0.042046872,-0.000306978,0.001568388,0.000057896,0.305591241,-1.561301939,-0.057634603,0.001599196,1.591970948
8.088283,0.013319565,-0.024868726,0.042046910,-0.000000000,0.000000000,-0.000000000,-0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000
8.089264,0.013319557,-0.024868685,0.042046908,-0.000026071,0.000123961,-0.000005536,-0.052353772,0.248928932,-0.011117804,0.000126794,0.254617627
8.090245,0.013319498,-0.024868407,0.042046895,-0.000101194,0.000481152,-0.000021489,-0.100019146,0.475565721,-0.021239983,0.000492148,0.486433676
8.091226,0.013319344,-0.024867672,0.042046863,-0.000220839,0.001050035,-0.000046897,-0.143138195,0.680585886,-0.030396709,0.001074032,0.696139104
8.092207,0.013319052,-0.024866284,0.042046801,-0.000380616,0.001809734,-0.000080827,-0.181852992,0.864664947,-0.038618151,0.001851091,0.884424866
8.093188,0.013318585,-0.024864065,0.042046702,-0.000576273,0.002740033,-0.000122377,-0.216305610,1.028478424,-0.045934480,0.002802650,1.051981921
8.094170,0.013317911,-0.024860858,0.042046558,-0.000803699,0.003821383,-0.000170673,-0.246638121,1.172701835,-0.052375867,0.003908712,1.199501224
8.095151,0.013316999,-0.024856524,0.042046365,-0.001058920,0.005034895,-0.000224871,-0.272992597,1.298010700,-0.057972482,0.005149956,1.327673734
8.096132,0.013315825,-0.024850941,0.042046115,-0.001338104,0.006362345,-0.000284159,-0.295511112,1.405080539,-0.062754495,0.006507741,1.437190407
8.097113,0.013314367,-0.024844008,0.042045806,-0.001637557,0.007786168,-0.000347750,-0.314335738,1.494586872,-0.066752077,0.007964103,1.528742200
8.098094,0.013312606,-0.024835638,0.042045432,-0.001953724,0.009289465,-0.000414891,-0.329608548,1.567205217,-0.069995399,0.009501754,1.603020070
8.099075,0.013310529,-0.024825760,0.042044991,-0.002283192,0.010855999,-0.000484857,-0.341471615,1.623611095,-0.072514630,0.011104088,1.660714973
8.100056,0.013308123,-0.024814321,0.042044480,-0.002622683,0.012470195,-0.000556951,-0.350067010,1.664480024,-0.074339941,0.012755173,1.702517867
8.101037,0.013305381,-0.024801280,0.042043897,-0.002969063,0.014117142,-0.000630508,-0.355536807,1.690487524,-0.075501502,0.014439757,1.729119709
8.102018,0.013302296,-0.024786614,0.042043242,-0.003319334,0.015782591,-0.000704891,-0.358023078,1.702309115,-0.076029485,0.016143266,1.741211455
8.102999,0.013298867,-0.024770311,0.042042514,-0.003670638,0.017452955,-0.000779494,-0.357667897,1.700620316,-0.075954059,0.017851802,1.739484063
8.103980,0.013295094,-0.024752371,0.042041713,-0.004020258,0.019115311,-0.000853739,-0.354613335,1.686096647,-0.075305394,0.019552147,1.724628489
8.104961,0.013290980,-0.024732810,0.042040839,-0.004365616,0.020757398,-0.000927079,-0.349001465,1.659413628,-0.074113662,0.021231760,1.697335690
8.105943,0.013286530,-0.024711652,0.042039894,-0.004704271,0.022367618,-0.000998995,-0.340974360,1.621246776,-0.072409033,0.022878778,1.658296624
8.106924,0.013281752,-0.024688934,0.042038880,-0.005033924,0.023935035,-0.001069000,-0.330674093,1.572271613,-0.070221677,0.024482015,1.608202247
8.107905,0.013276656,-0.024664704,0.042037798,-0.005352415,0.025449378,-0.001136634,-0.318242736,1.513163658,-0.067581764,0.026030965,1.547743515
8.108886,0.013271254,-0.024639019,0.042036650,-0.005657722,0.026901037,-0.001201469,-0.303822362,1.444598430,-0.064519466,0.027515798,1.477611387
8.109867,0.013265560,-0.024611943,0.042035441,-0.005947964,0.028281063,-0.001263105,-0.287555044,1.367251448,-0.061064951,0.028927362,1.398496819
8.110848,0.013259589,-0.024583552,0.042034173,-0.006221398,0.029581174,-0.001321171,-0.269582854,1.281798233,-0.057248392,0.030257184,1.311090768
8.111829,0.013253358,-0.024553928,0.042032850,-0.006476422,0.030793748,-0.001375328,-0.250047864,1.188914303,-0.053099958,0.031497468,1.216084191
8.112810,0.013246887,-0.024523161,0.042031476,-0.006711572,0.031911825,-0.001425264,-0.229092148,1.089275178,-0.048649819,0.032641096,1.114168044
8.113791,0.013240196,-0.024491345,0.042030055,-0.006925523,0.032929110,-0.001470698,-0.206857779,0.983556378,-0.043928147,0.033681628,1.006033285
8.114772,0.013233306,-0.024458583,0.042028592,-0.007117092,0.033839969,-0.001511380,-0.183486828,0.872433422,-0.038965111,0.034613303,0.892370871
8.115753,0.013226239,-0.024424981,0.042027091,-0.007285231,0.034639431,-0.001547086,-0.159121368,0.756581829,-0.033790882,0.035431036,0.773871758
8.116735,0.013219019,-0.024390652,0.042025558,-0.007429037,0.035323190,-0.001577624,-0.133903473,0.636677119,-0.028435631,0.036130420,0.651226903
8.117716,0.013211670,-0.024355710,0.042023997,-0.007547741,0.035887600,-0.001602832,-0.107975214,0.513394813,-0.022929527,0.036707728,0.525127264
8.118697,0.013204217,-0.024320274,0.042022414,-0.007640718,0.036329678,-0.001622576,-0.081478665,0.387410428,-0.017302742,0.037159909,0.396263797
8.119678,0.013196686,-0.024284465,0.042020815,-0.007707478,0.036647105,-0.001636754,-0.054555898,0.259399484,-0.011585445,0.037484590,0.265327460
8.120659,0.013189102,-0.024248407,0.042019205,-0.007747673,0.036838224,-0.001645289,-0.027348985,0.130037502,-0.005807808,0.037680076,0.133009208
8.121640,0.013181492,-0.024212224,0.042017589,-0.007761095,0.036902040,-0.001648140,-0.000000000,0.000000000,-0.000000000,0.037745351,0.000000000
8.122621,0.013173883,-0.024176041,0.042015973,-0.007747673,0.036838224,-0.001645289,0.027348985,-0.130037502,0.005807808,0.037680076,0.133009208
